receiver_bank,time_window,transaction_count,failure_rate,timeout_rate,avg_latency,max_latency,p95_latency,bank_error_rate,avg_amount,max_amount,hour,day_of_week,is_weekend,bank_health,previous_failure_rate,previous_latency,previous_timeout_rate,failure_rate_change,latency_change,timeout_rate_change,rolling_failure_rate,rolling_latency,rolling_timeout_rate
AXIS,2026-01-10 17:20:00,2,0.0,0.0,1952.765,2049.13,2039.4935,0.0,379.16,557.52,17,5,1,NORMAL,0.0,1144.51,0.0,0.0,808.2550000000001,0.0,0.0,1238.9683333333342,0.0
AXIS,2026-01-10 17:25:00,4,0.0,0.0,887.955,1739.9,1602.2225,0.0,561.6025,987.19,17,5,1,NORMAL,0.0,1952.765,0.0,0.0,-1064.81,0.0,0.0,1328.4100000000008,0.0
AXIS,2026-01-10 17:35:00,1,0.0,0.0,784.47,784.47,784.47,0.0,1273.7,1273.7,17,5,1,NORMAL,0.0,887.955,0.0,0.0,-103.48500000000001,0.0,0.0,1208.3966666666677,0.0
AXIS,2026-01-10 17:40:00,1,0.0,0.0,872.58,872.58,872.58,0.0,974.36,974.36,17,5,1,NORMAL,0.0,784.47,0.0,0.0,88.11000000000001,0.0,0.0,848.335000000001,0.0
AXIS,2026-01-10 17:45:00,6,16.666666666666664,0.0,1172.0933333333332,2130.85,1911.2575,16.666666666666664,363.165,868.67,17,5,1,NORMAL,0.0,872.58,0.0,16.666666666666664,299.5133333333332,0.0,5.5555555555555545,943.0477777777787,0.0
AXIS,2026-01-10 17:50:00,1,0.0,0.0,735.14,735.14,735.14,0.0,601.96,601.96,17,5,1,NORMAL,16.666666666666664,1172.0933333333332,0.0,-16.666666666666664,-436.95333333333326,0.0,5.5555555555555545,926.6044444444452,0.0
AXIS,2026-01-10 17:55:00,3,0.0,0.0,852.93,1304.49,1241.912,0.0,581.0933333333334,765.25,17,5,1,NORMAL,0.0,735.14,0.0,0.0,117.78999999999996,0.0,5.5555555555555545,920.0544444444453,0.0
AXIS,2026-01-10 18:00:00,1,0.0,0.0,1729.72,1729.72,1729.72,0.0,1110.93,1110.93,18,5,1,NORMAL,0.0,852.93,0.0,0.0,876.7900000000001,0.0,0.0,1105.930000000001,0.0
AXIS,2026-01-10 18:05:00,4,0.0,0.0,1058.8075,1221.54,1219.0485,0.0,155.5975,232.18,18,5,1,NORMAL,0.0,1729.72,0.0,0.0,-670.9125000000001,0.0,0.0,1213.8191666666673,0.0
AXIS,2026-01-10 18:10:00,5,0.0,0.0,1027.826,1649.57,1569.486,0.0,982.222,2944.08,18,5,1,NORMAL,0.0,1058.8075,0.0,0.0,-30.98149999999987,0.0,0.0,1272.117833333334,0.0
AXIS,2026-01-10 18:15:00,1,0.0,0.0,1430.8,1430.8,1430.8,0.0,964.01,964.01,18,5,1,NORMAL,0.0,1027.826,0.0,0.0,402.97399999999993,0.0,0.0,1172.477833333334,0.0
AXIS,2026-01-10 18:20:00,3,0.0,33.33333333333333,883.2566666666667,977.26,969.316,0.0,897.0633333333334,1750.52,18,5,1,NORMAL,0.0,1430.8,0.0,0.0,-547.5433333333333,33.33333333333333,0.0,1113.9608888888897,11.111111111111109
AXIS,2026-01-10 18:25:00,3,0.0,0.0,665.0100000000001,774.88,761.136,0.0,588.8933333333333,1228.09,18,5,1,NORMAL,0.0,883.2566666666667,33.33333333333333,0.0,-218.24666666666656,-33.33333333333333,0.0,993.0222222222231,11.111111111111109
AXIS,2026-01-10 18:30:00,3,0.0,0.0,1209.2266666666667,1671.59,1611.8529999999998,0.0,926.7733333333332,2082.93,18,5,1,NORMAL,0.0,665.0100000000001,0.0,0.0,544.2166666666666,0.0,0.0,919.1644444444452,11.111111111111109
AXIS,2026-01-10 18:35:00,2,0.0,0.0,1359.635,1388.28,1385.4155,0.0,577.3249999999999,1049.84,18,5,1,NORMAL,0.0,1209.2266666666667,0.0,0.0,150.4083333333333,0.0,0.0,1077.957222222223,0.0
AXIS,2026-01-10 18:40:00,4,0.0,0.0,1166.13,1789.77,1691.6624999999997,0.0,604.655,1302.52,18,5,1,NORMAL,0.0,1359.635,0.0,0.0,-193.50499999999988,0.0,0.0,1244.997222222223,0.0
AXIS,2026-01-10 18:45:00,6,0.0,0.0,1010.775,1734.58,1573.7375,0.0,1051.236666666667,2947.61,18,5,1,NORMAL,0.0,1166.13,0.0,0.0,-155.35500000000013,0.0,0.0,1178.8466666666675,0.0
AXIS,2026-01-10 18:50:00,2,0.0,0.0,678.76,700.11,697.975,0.0,422.845,439.02,18,5,1,NORMAL,0.0,1010.775,0.0,0.0,-332.015,0.0,0.0,951.8883333333341,0.0
AXIS,2026-01-10 18:55:00,4,0.0,0.0,1607.75,2402.54,2280.3904999999995,0.0,594.085,1166.88,18,5,1,NORMAL,0.0,678.76,0.0,0.0,928.99,0.0,0.0,1099.095000000001,0.0
AXIS,2026-01-10 19:05:00,3,33.33333333333333,0.0,717.13,926.9,901.709,0.0,519.0266666666666,827.33,19,5,1,NORMAL,0.0,1607.75,0.0,33.33333333333333,-890.62,0.0,11.111111111111109,1001.213333333334,0.0
AXIS,2026-01-10 19:10:00,2,0.0,0.0,1054.545,1431.53,1393.8315,0.0,436.365,780.76,19,5,1,NORMAL,33.33333333333333,717.13,0.0,-33.33333333333333,337.4150000000001,0.0,11.111111111111109,1126.4750000000008,0.0
AXIS,2026-01-10 19:15:00,2,0.0,0.0,665.675,741.98,734.3495,0.0,504.585,651.43,19,5,1,NORMAL,0.0,1054.545,0.0,0.0,-388.8700000000001,0.0,11.111111111111109,812.4500000000007,0.0
AXIS,2026-01-10 19:20:00,2,0.0,0.0,1204.1999999999998,1554.35,1519.3349999999998,0.0,300.945,485.07,19,5,1,NORMAL,0.0,665.675,0.0,0.0,538.5249999999999,0.0,0.0,974.8066666666673,0.0
AXIS,2026-01-10 19:25:00,3,0.0,0.0,1195.8233333333335,1864.91,1775.345,0.0,1084.486666666667,1302.25,19,5,1,NORMAL,0.0,1204.1999999999998,0.0,0.0,-8.376666666666324,0.0,0.0,1021.8994444444452,0.0
AXIS,2026-01-10 19:30:00,2,0.0,0.0,750.525,957.9,937.1625,0.0,387.105,418.5,19,5,1,NORMAL,0.0,1195.8233333333335,0.0,0.0,-445.2983333333335,0.0,0.0,1050.1827777777785,0.0
AXIS,2026-01-10 19:35:00,3,0.0,0.0,1666.5333333333335,2307.35,2251.905,0.0,346.63333333333327,681.53,19,5,1,NORMAL,0.0,750.525,0.0,0.0,916.0083333333336,0.0,0.0,1204.2938888888896,0.0
AXIS,2026-01-10 19:40:00,4,25.0,0.0,1328.04,2305.7,2147.5999999999995,25.0,342.26,753.17,19,5,1,NORMAL,0.0,1666.5333333333335,0.0,25.0,-338.49333333333357,0.0,8.333333333333334,1248.3661111111116,0.0
AXIS,2026-01-10 19:45:00,5,0.0,0.0,646.4159999999999,856.02,830.3919999999999,0.0,856.68,1975.19,19,5,1,NORMAL,25.0,1328.04,0.0,-25.0,-681.624,0.0,8.333333333333334,1213.663111111112,0.0
AXIS,2026-01-10 19:50:00,1,0.0,0.0,1048.65,1048.65,1048.65,0.0,506.5,506.5,19,5,1,NORMAL,0.0,646.4159999999999,0.0,0.0,402.23400000000015,0.0,8.333333333333334,1007.7020000000007,0.0
AXIS,2026-01-10 19:55:00,3,0.0,0.0,912.3266666666668,1052.74,1049.299,0.0,746.6899999999999,1072.32,19,5,1,NORMAL,0.0,1048.65,0.0,0.0,-136.32333333333327,0.0,0.0,869.1308888888897,0.0
AXIS,2026-01-10 20:00:00,3,0.0,33.33333333333333,786.2800000000001,1011.01,996.368,0.0,578.8766666666667,1001.62,20,5,1,NORMAL,0.0,912.3266666666668,0.0,0.0,-126.04666666666674,33.33333333333333,0.0,915.7522222222229,11.111111111111109
AXIS,2026-01-10 20:05:00,1,0.0,0.0,881.83,881.83,881.83,0.0,346.08,346.08,20,5,1,NORMAL,0.0,786.2800000000001,33.33333333333333,0.0,95.54999999999995,-33.33333333333333,0.0,860.1455555555564,11.111111111111109
AXIS,2026-01-10 20:10:00,2,0.0,0.0,1202.86,1477.01,1449.595,0.0,180.545,251.91,20,5,1,NORMAL,0.0,881.83,0.0,0.0,321.02999999999986,0.0,0.0,956.9900000000007,11.111111111111109
AXIS,2026-01-10 20:15:00,2,0.0,0.0,992.185,1344.11,1308.9174999999998,0.0,384.85,418.16,20,5,1,NORMAL,0.0,1202.86,0.0,0.0,-210.67499999999995,0.0,0.0,1025.6250000000007,0.0
AXIS,2026-01-10 20:20:00,2,0.0,0.0,1333.925,1451.54,1439.7785,0.0,1315.27,2240.61,20,5,1,NORMAL,0.0,992.185,0.0,0.0,341.74,0.0,0.0,1176.323333333334,0.0
AXIS,2026-01-10 20:25:00,2,0.0,0.0,1271.51,1578.5,1547.801,0.0,498.545,819.34,20,5,1,NORMAL,0.0,1333.925,0.0,0.0,-62.414999999999964,0.0,0.0,1199.2066666666674,0.0
AXIS,2026-01-10 20:35:00,1,0.0,0.0,976.91,976.91,976.91,0.0,8925.83,8925.83,20,5,1,NORMAL,0.0,1271.51,0.0,0.0,-294.6,0.0,0.0,1194.1150000000007,0.0
AXIS,2026-01-10 20:40:00,3,0.0,0.0,1418.36,1873.62,1819.168,0.0,322.47333333333336,348.92,20,5,1,NORMAL,0.0,976.91,0.0,0.0,441.44999999999993,0.0,0.0,1222.2600000000007,0.0
AXIS,2026-01-10 20:45:00,2,0.0,0.0,841.115,842.21,842.1005,0.0,252.825,369.67,20,5,1,NORMAL,0.0,1418.36,0.0,0.0,-577.2449999999999,0.0,0.0,1078.7950000000008,0.0
AXIS,2026-01-10 20:50:00,5,0.0,0.0,1349.544,2336.39,2153.14,0.0,602.77,1447.63,20,5,1,NORMAL,0.0,841.115,0.0,0.0,508.4290000000001,0.0,0.0,1203.006333333334,0.0
AXIS,2026-01-10 21:00:00,2,0.0,0.0,863.3199999999999,1236.24,1198.948,0.0,200.27,246.04,21,5,1,NORMAL,0.0,1349.544,0.0,0.0,-486.22400000000016,0.0,0.0,1017.9930000000007,0.0
AXIS,2026-01-10 21:15:00,1,0.0,0.0,1822.66,1822.66,1822.66,0.0,85.86,85.86,21,5,1,NORMAL,0.0,863.3199999999999,0.0,0.0,959.3400000000001,0.0,0.0,1345.1746666666675,0.0
AXIS,2026-01-10 21:20:00,2,0.0,0.0,1040.55,1271.69,1248.576,0.0,664.26,1104.72,21,5,1,NORMAL,0.0,1822.66,0.0,0.0,-782.1100000000001,0.0,0.0,1242.1766666666674,0.0
AXIS,2026-01-10 21:25:00,3,0.0,0.0,875.4566666666666,983.1,981.172,0.0,853.2833333333333,1338.54,21,5,1,NORMAL,0.0,1040.55,0.0,0.0,-165.09333333333336,0.0,0.0,1246.222222222223,0.0
AXIS,2026-01-10 21:30:00,3,0.0,0.0,675.0733333333334,982.02,947.854,0.0,1458.5833333333333,3527.78,21,5,1,NORMAL,0.0,875.4566666666666,0.0,0.0,-200.3833333333332,0.0,0.0,863.6933333333341,0.0
AXIS,2026-01-10 21:35:00,3,0.0,0.0,1105.4033333333334,1292.39,1289.654,0.0,155.02666666666667,218.46,21,5,1,NORMAL,0.0,675.0733333333334,0.0,0.0,430.33000000000004,0.0,0.0,885.3111111111119,0.0
AXIS,2026-01-10 21:40:00,2,0.0,0.0,1194.595,1475.37,1447.2924999999998,0.0,376.595,661.02,21,5,1,NORMAL,0.0,1105.4033333333334,0.0,0.0,89.1916666666666,0.0,0.0,991.6905555555564,0.0
AXIS,2026-01-10 21:45:00,1,0.0,0.0,671.92,671.92,671.92,0.0,69.43,69.43,21,5,1,NORMAL,0.0,1194.595,0.0,0.0,-522.6750000000001,0.0,0.0,990.6394444444451,0.0
AXIS,2026-01-10 21:50:00,2,0.0,0.0,714.94,794.55,786.5889999999999,0.0,2443.815,4493.39,21,5,1,NORMAL,0.0,671.92,0.0,0.0,43.020000000000095,0.0,0.0,860.4850000000007,0.0
AXIS,2026-01-10 21:55:00,1,0.0,0.0,1050.2,1050.2,1050.2,0.0,1768.84,1768.84,21,5,1,NORMAL,0.0,714.94,0.0,0.0,335.26,0.0,0.0,812.353333333334,0.0
AXIS,2026-01-10 22:10:00,3,0.0,0.0,1136.21,1690.88,1622.422,0.0,271.72,387.17,22,5,1,NORMAL,0.0,1050.2,0.0,0.0,86.00999999999999,0.0,0.0,967.1166666666674,0.0
AXIS,2026-01-10 22:15:00,1,0.0,0.0,2335.13,2335.13,2335.13,0.0,294.92,294.92,22,5,1,NORMAL,0.0,1136.21,0.0,0.0,1198.92,0.0,0.0,1507.180000000001,0.0
AXIS,2026-01-10 22:20:00,1,0.0,0.0,602.17,602.17,602.17,0.0,1017.49,1017.49,22,5,1,NORMAL,0.0,2335.13,0.0,0.0,-1732.96,0.0,0.0,1357.8366666666675,0.0
AXIS,2026-01-10 22:25:00,3,0.0,0.0,1052.2733333333333,1209.91,1194.073,0.0,250.8166666666667,280.5,22,5,1,NORMAL,0.0,602.17,0.0,0.0,450.10333333333335,0.0,0.0,1329.8577777777784,0.0
AXIS,2026-01-10 22:30:00,3,0.0,0.0,1029.1166666666668,1979.89,1848.395,0.0,214.6833333333333,332.9,22,5,1,NORMAL,0.0,1052.2733333333333,0.0,0.0,-23.156666666666524,0.0,0.0,894.5200000000008,0.0
AXIS,2026-01-10 22:45:00,2,0.0,0.0,1125.94,1338.07,1316.857,0.0,171.64499999999998,218.04,22,5,1,NORMAL,0.0,1029.1166666666668,0.0,0.0,96.82333333333327,0.0,0.0,1069.1100000000008,0.0
AXIS,2026-01-10 22:55:00,1,0.0,0.0,886.07,886.07,886.07,0.0,2846.78,2846.78,22,5,1,NORMAL,0.0,1125.94,0.0,0.0,-239.87,0.0,0.0,1013.7088888888898,0.0
AXIS,2026-01-10 23:25:00,2,0.0,50.0,1150.1550000000002,1202.13,1196.9325,0.0,326.055,498.51,23,5,1,NORMAL,0.0,886.07,0.0,0.0,264.08500000000015,50.0,0.0,1054.055000000001,16.666666666666668
AXIS,2026-01-10 23:30:00,1,0.0,0.0,1209.93,1209.93,1209.93,0.0,457.12,457.12,23,5,1,NORMAL,0.0,1150.1550000000002,50.0,0.0,59.774999999999864,-50.0,0.0,1082.0516666666674,16.666666666666668
AXIS,2026-01-11 00:05:00,1,0.0,0.0,904.81,904.81,904.81,0.0,540.86,540.86,0,6,1,NORMAL,0.0,1209.93,0.0,0.0,-305.1200000000001,0.0,0.0,1088.298333333334,16.666666666666668
AXIS,2026-01-11 00:35:00,1,0.0,0.0,785.62,785.62,785.62,0.0,267.13,267.13,0,6,1,NORMAL,0.0,904.81,0.0,0.0,-119.18999999999994,0.0,0.0,966.7866666666674,0.0
AXIS,2026-01-11 01:35:00,1,0.0,0.0,692.31,692.31,692.31,0.0,826.27,826.27,1,6,1,NORMAL,0.0,785.62,0.0,0.0,-93.31000000000006,0.0,0.0,794.2466666666674,0.0
AXIS,2026-01-11 02:00:00,1,0.0,0.0,2085.54,2085.54,2085.54,0.0,2365.94,2365.94,2,6,1,NORMAL,0.0,692.31,0.0,0.0,1393.23,0.0,0.0,1187.823333333334,0.0
AXIS,2026-01-11 02:25:00,1,0.0,0.0,897.87,897.87,897.87,0.0,168.42,168.42,2,6,1,NORMAL,0.0,2085.54,0.0,0.0,-1187.67,0.0,0.0,1225.2400000000007,0.0
AXIS,2026-01-11 03:30:00,1,0.0,0.0,1083.29,1083.29,1083.29,0.0,359.27,359.27,3,6,1,NORMAL,0.0,897.87,0.0,0.0,185.41999999999996,0.0,0.0,1355.5666666666673,0.0
AXIS,2026-01-11 03:35:00,1,0.0,0.0,1062.27,1062.27,1062.27,0.0,966.76,966.76,3,6,1,NORMAL,0.0,1083.29,0.0,0.0,-21.019999999999982,0.0,0.0,1014.4766666666674,0.0
AXIS,2026-01-11 03:40:00,1,0.0,100.0,615.28,615.28,615.28,0.0,157.57,157.57,3,6,1,NORMAL,0.0,1062.27,0.0,0.0,-446.99,100.0,0.0,920.2800000000007,33.333333333333336
AXIS,2026-01-11 04:40:00,1,0.0,0.0,1241.57,1241.57,1241.57,0.0,173.08,173.08,4,6,1,NORMAL,0.0,615.28,100.0,0.0,626.29,-100.0,0.0,973.0400000000008,33.333333333333336
AXIS,2026-01-11 04:55:00,2,0.0,0.0,1582.9050000000002,1814.16,1791.0345,0.0,475.305,839.67,4,6,1,NORMAL,0.0,1241.57,0.0,0.0,341.33500000000026,0.0,0.0,1146.5850000000007,33.333333333333336
AXIS,2026-01-11 05:20:00,1,0.0,0.0,852.05,852.05,852.05,0.0,1029.01,1029.01,5,6,1,NORMAL,0.0,1582.9050000000002,0.0,0.0,-730.8550000000002,0.0,0.0,1225.5083333333341,0.0
AXIS,2026-01-11 05:30:00,1,0.0,0.0,1146.74,1146.74,1146.74,0.0,305.44,305.44,5,6,1,NORMAL,0.0,852.05,0.0,0.0,294.69000000000005,0.0,0.0,1193.8983333333342,0.0
AXIS,2026-01-11 05:35:00,2,0.0,0.0,1351.92,1660.12,1629.3,0.0,315.625,425.62,5,6,1,NORMAL,0.0,1146.74,0.0,0.0,205.18000000000006,0.0,0.0,1116.903333333334,0.0
AXIS,2026-01-11 05:45:00,1,0.0,0.0,1069.81,1069.81,1069.81,0.0,1707.44,1707.44,5,6,1,NORMAL,0.0,1351.92,0.0,0.0,-282.1100000000001,0.0,0.0,1189.490000000001,0.0
AXIS,2026-01-11 06:00:00,1,0.0,0.0,423.45,423.45,423.45,0.0,3383.85,3383.85,6,6,1,NORMAL,0.0,1069.81,0.0,0.0,-646.3599999999999,0.0,0.0,948.393333333334,0.0
AXIS,2026-01-11 06:05:00,1,0.0,0.0,373.92,373.92,373.92,0.0,890.35,890.35,6,6,1,NORMAL,0.0,423.45,0.0,0.0,-49.52999999999997,0.0,0.0,622.393333333334,0.0
AXIS,2026-01-11 06:20:00,2,0.0,0.0,850.855,1032.42,1014.2635,0.0,1010.235,1327.82,6,6,1,NORMAL,0.0,373.92,0.0,0.0,476.935,0.0,0.0,549.4083333333341,0.0
AXIS,2026-01-11 06:25:00,1,0.0,0.0,637.04,637.04,637.04,0.0,922.35,922.35,6,6,1,NORMAL,0.0,850.855,0.0,0.0,-213.81500000000005,0.0,0.0,620.6050000000008,0.0
AXIS,2026-01-11 06:30:00,2,0.0,0.0,967.47,1323.37,1287.78,0.0,287.24,402.2,6,6,1,NORMAL,0.0,637.04,0.0,0.0,330.43000000000006,0.0,0.0,818.4550000000007,0.0
AXIS,2026-01-11 06:50:00,2,0.0,0.0,923.29,1191.84,1164.985,0.0,379.62,710.49,6,6,1,NORMAL,0.0,967.47,0.0,0.0,-44.180000000000064,0.0,0.0,842.6000000000007,0.0
AXIS,2026-01-11 06:55:00,1,0.0,0.0,1063.62,1063.62,1063.62,0.0,95.52,95.52,6,6,1,NORMAL,0.0,923.29,0.0,0.0,140.32999999999993,0.0,0.0,984.793333333334,0.0
AXIS,2026-01-11 07:00:00,1,0.0,0.0,1243.97,1243.97,1243.97,0.0,839.63,839.63,7,6,1,NORMAL,0.0,1063.62,0.0,0.0,180.35000000000014,0.0,0.0,1076.9600000000007,0.0
AXIS,2026-01-11 07:05:00,1,0.0,0.0,1243.32,1243.32,1243.32,0.0,584.45,584.45,7,6,1,NORMAL,0.0,1243.97,0.0,0.0,-0.650000000000091,0.0,0.0,1183.6366666666675,0.0
AXIS,2026-01-11 07:10:00,1,0.0,0.0,1144.94,1144.94,1144.94,0.0,1013.25,1013.25,7,6,1,NORMAL,0.0,1243.32,0.0,0.0,-98.37999999999988,0.0,0.0,1210.743333333334,0.0
AXIS,2026-01-11 07:15:00,2,0.0,0.0,852.295,1127.06,1099.5835,0.0,304.41,390.56,7,6,1,NORMAL,0.0,1144.94,0.0,0.0,-292.6450000000001,0.0,0.0,1080.1850000000006,0.0
AXIS,2026-01-11 07:25:00,1,0.0,0.0,2263.12,2263.12,2263.12,0.0,423.79,423.79,7,6,1,NORMAL,0.0,852.295,0.0,0.0,1410.8249999999998,0.0,0.0,1420.118333333334,0.0
AXIS,2026-01-11 08:05:00,1,0.0,0.0,718.03,718.03,718.03,0.0,431.63,431.63,8,6,1,NORMAL,0.0,2263.12,0.0,0.0,-1545.09,0.0,0.0,1277.8150000000007,0.0
AXIS,2026-01-11 08:10:00,1,0.0,0.0,986.9,986.9,986.9,0.0,606.45,606.45,8,6,1,NORMAL,0.0,718.03,0.0,0.0,268.87,0.0,0.0,1322.683333333334,0.0
AXIS,2026-01-11 08:15:00,1,0.0,0.0,1391.28,1391.28,1391.28,0.0,452.03,452.03,8,6,1,NORMAL,0.0,986.9,0.0,0.0,404.38,0.0,0.0,1032.0700000000008,0.0
AXIS,2026-01-11 08:20:00,2,0.0,0.0,1192.42,1694.87,1644.6249999999998,0.0,1259.29,1882.69,8,6,1,NORMAL,0.0,1391.28,0.0,0.0,-198.8599999999999,0.0,0.0,1190.2000000000007,0.0
AXIS,2026-01-11 08:30:00,1,100.0,0.0,945.25,945.25,945.25,100.0,551.26,551.26,8,6,1,NORMAL,0.0,1192.42,0.0,100.0,-247.17000000000007,0.0,33.333333333333336,1176.3166666666675,0.0
AXIS,2026-01-11 08:40:00,1,0.0,0.0,1053.77,1053.77,1053.77,0.0,1383.99,1383.99,8,6,1,NORMAL,100.0,945.25,0.0,-100.0,108.51999999999998,0.0,33.333333333333336,1063.8133333333342,0.0
AXIS,2026-01-11 08:45:00,1,0.0,0.0,765.9,765.9,765.9,0.0,688.48,688.48,8,6,1,NORMAL,0.0,1053.77,0.0,0.0,-287.87,0.0,33.333333333333336,921.6400000000008,0.0
AXIS,2026-01-11 08:50:00,2,50.0,0.0,1018.93,1234.22,1212.691,0.0,1267.72,1343.24,8,6,1,NORMAL,0.0,765.9,0.0,50.0,253.02999999999997,0.0,16.666666666666668,946.2000000000007,0.0
AXIS,2026-01-11 08:55:00,1,0.0,0.0,1068.89,1068.89,1068.89,0.0,360.15,360.15,8,6,1,NORMAL,50.0,1018.93,0.0,-50.0,49.96000000000015,0.0,16.666666666666668,951.2400000000007,0.0
AXIS,2026-01-11 09:00:00,1,0.0,0.0,1071.64,1071.64,1071.64,0.0,136.96,136.96,9,6,1,NORMAL,0.0,1068.89,0.0,0.0,2.75,0.0,16.666666666666668,1053.153333333334,0.0
AXIS,2026-01-11 09:05:00,2,0.0,0.0,1482.825,1809.99,1777.2735,0.0,352.945,384.89,9,6,1,NORMAL,0.0,1071.64,0.0,0.0,411.18499999999995,0.0,0.0,1207.7850000000008,0.0
AXIS,2026-01-11 09:10:00,1,0.0,0.0,2153.29,2153.29,2153.29,0.0,1437.77,1437.77,9,6,1,NORMAL,0.0,1482.825,0.0,0.0,670.4649999999999,0.0,0.0,1569.2516666666672,0.0
AXIS,2026-01-11 09:15:00,1,0.0,0.0,1521.48,1521.48,1521.48,0.0,1201.66,1201.66,9,6,1,NORMAL,0.0,2153.29,0.0,0.0,-631.81,0.0,0.0,1719.198333333334,0.0
AXIS,2026-01-11 09:20:00,1,100.0,0.0,1341.22,1341.22,1341.22,100.0,2805.16,2805.16,9,6,1,NORMAL,0.0,1521.48,0.0,100.0,-180.26,0.0,33.333333333333336,1671.9966666666676,0.0
AXIS,2026-01-11 09:30:00,1,0.0,0.0,1249.87,1249.87,1249.87,0.0,534.92,534.92,9,6,1,NORMAL,100.0,1341.22,0.0,-100.0,-91.35000000000014,0.0,33.333333333333336,1370.8566666666675,0.0
AXIS,2026-01-11 09:35:00,2,0.0,0.0,787.755,949.51,933.3345,0.0,181.24,194.56,9,6,1,NORMAL,0.0,1249.87,0.0,0.0,-462.1149999999999,0.0,33.333333333333336,1126.2816666666674,0.0
AXIS,2026-01-11 09:50:00,3,0.0,33.33333333333333,1217.8133333333333,1418.63,1391.902,0.0,758.0366666666667,1354.92,9,6,1,NORMAL,0.0,787.755,0.0,0.0,430.0583333333333,33.33333333333333,0.0,1085.1461111111118,11.111111111111109
AXIS,2026-01-11 09:55:00,2,0.0,0.0,1134.0549999999998,1407.1,1379.7955,0.0,200.565,240.49,9,6,1,NORMAL,0.0,1217.8133333333333,33.33333333333333,0.0,-83.75833333333344,-33.33333333333333,0.0,1046.5411111111118,11.111111111111109
AXIS,2026-01-11 10:00:00,3,0.0,0.0,956.0633333333334,1098.7,1086.957,0.0,1273.72,1829.69,10,6,1,NORMAL,0.0,1134.0549999999998,0.0,0.0,-177.99166666666645,0.0,0.0,1102.6438888888895,11.111111111111109
AXIS,2026-01-11 10:05:00,1,0.0,0.0,986.98,986.98,986.98,0.0,2511.54,2511.54,10,6,1,NORMAL,0.0,956.0633333333334,0.0,0.0,30.91666666666663,0.0,0.0,1025.6994444444451,0.0
AXIS,2026-01-11 10:10:00,1,0.0,0.0,1073.73,1073.73,1073.73,0.0,1183.38,1183.38,10,6,1,NORMAL,0.0,986.98,0.0,0.0,86.75,0.0,0.0,1005.5911111111119,0.0
AXIS,2026-01-11 10:15:00,2,0.0,0.0,633.03,648.89,647.304,0.0,1481.86,2223.08,10,6,1,NORMAL,0.0,1073.73,0.0,0.0,-440.70000000000005,0.0,0.0,897.9133333333342,0.0
AXIS,2026-01-11 10:20:00,3,0.0,0.0,843.4333333333334,895.03,893.384,0.0,2505.9966666666664,6317.74,10,6,1,NORMAL,0.0,633.03,0.0,0.0,210.40333333333342,0.0,0.0,850.0644444444451,0.0
AXIS,2026-01-11 10:25:00,2,0.0,0.0,1628.615,2006.34,1968.5675,0.0,257.74,291.52,10,6,1,NORMAL,0.0,843.4333333333334,0.0,0.0,785.1816666666666,0.0,0.0,1035.026111111112,0.0
AXIS,2026-01-11 10:30:00,2,0.0,0.0,1046.685,1332.89,1304.2695,0.0,405.61,567.52,10,6,1,NORMAL,0.0,1628.615,0.0,0.0,-581.9300000000001,0.0,0.0,1172.911111111112,0.0
AXIS,2026-01-11 10:35:00,3,0.0,0.0,1041.6533333333334,1314.63,1300.953,0.0,610.11,1146.04,10,6,1,NORMAL,0.0,1046.685,0.0,0.0,-5.031666666666524,0.0,0.0,1238.9844444444452,0.0
AXIS,2026-01-11 10:40:00,1,0.0,0.0,683.1,683.1,683.1,0.0,898.37,898.37,10,6,1,NORMAL,0.0,1041.6533333333334,0.0,0.0,-358.5533333333334,0.0,0.0,923.8127777777786,0.0
AXIS,2026-01-11 10:45:00,2,0.0,0.0,836.54,1116.78,1088.756,0.0,269.95,474.68,10,6,1,NORMAL,0.0,683.1,0.0,0.0,153.43999999999994,0.0,0.0,853.7644444444453,0.0
AXIS,2026-01-11 10:55:00,5,0.0,0.0,1296.136,2012.05,1855.746,0.0,1313.074,2127.79,10,6,1,NORMAL,0.0,836.54,0.0,0.0,459.596,0.0,0.0,938.5920000000009,0.0
AXIS,2026-01-11 11:00:00,2,0.0,0.0,1527.925,2356.75,2273.8675,0.0,370.3,403.24,11,6,1,NORMAL,0.0,1296.136,0.0,0.0,231.789,0.0,0.0,1220.2003333333341,0.0
AXIS,2026-01-11 11:10:00,1,0.0,0.0,858.85,858.85,858.85,0.0,885.88,885.88,11,6,1,NORMAL,0.0,1527.925,0.0,0.0,-669.0749999999999,0.0,0.0,1227.6370000000009,0.0
AXIS,2026-01-11 11:15:00,2,0.0,0.0,942.32,1406.5,1360.082,0.0,227.68,320.94,11,6,1,NORMAL,0.0,858.85,0.0,0.0,83.47000000000003,0.0,0.0,1109.6983333333342,0.0
AXIS,2026-01-11 11:20:00,1,0.0,0.0,860.74,860.74,860.74,0.0,205.25,205.25,11,6,1,NORMAL,0.0,942.32,0.0,0.0,-81.58000000000004,0.0,0.0,887.3033333333342,0.0
AXIS,2026-01-11 11:25:00,1,0.0,0.0,1070.42,1070.42,1070.42,0.0,3288.12,3288.12,11,6,1,NORMAL,0.0,860.74,0.0,0.0,209.68000000000006,0.0,0.0,957.8266666666676,0.0
