transaction_id,timestamp,amount,sender_bank,receiver_bank,payment_method,upi_app,bank_health,latency_ms,payment_status,timeout,error_code
TXN0023029,2026-01-07 21:09:19,522.03,AXIS,KOTAK,UPI,Paytm,NORMAL,2120.51,SUCCESS,0,NONE
TXN0023030,2026-01-07 21:09:37,71.43,KOTAK,AXIS,UPI,BHIM,NORMAL,803.69,SUCCESS,0,NONE
TXN0023031,2026-01-07 21:10:07,207.96,HDFC,AXIS,UPI,GooglePay,NORMAL,608.24,SUCCESS,0,NONE
TXN0023032,2026-01-07 21:10:34,874.93,PNB,PNB,UPI,Paytm,NORMAL,1369.83,SUCCESS,0,NONE
TXN0023033,2026-01-07 21:10:34,493.62,INDUSIND,BOB,UPI,GooglePay,NORMAL,1421.48,SUCCESS,0,NONE
TXN0023034,2026-01-07 21:10:54,628.61,INDUSIND,PNB,UPI,Paytm,NORMAL,835.38,SUCCESS,0,NONE
TXN0023035,2026-01-07 21:11:04,78.18,CANARA,BOB,UPI,PhonePe,NORMAL,995.86,SUCCESS,0,NONE
TXN0023036,2026-01-07 21:11:06,551.71,IDFC,ICICI,UPI,GooglePay,NORMAL,711.94,SUCCESS,0,NONE
TXN0023037,2026-01-07 21:11:34,307.69,INDUSIND,INDUSIND,UPI,Paytm,NORMAL,871.39,SUCCESS,0,NONE
TXN0023038,2026-01-07 21:11:42,290.63,KOTAK,IDFC,UPI,PhonePe,NORMAL,1392.74,SUCCESS,0,NONE
TXN0023039,2026-01-07 21:12:08,332.33,AXIS,KOTAK,UPI,GooglePay,NORMAL,945.92,SUCCESS,0,NONE
TXN0023040,2026-01-07 21:12:35,55.93,AXIS,HDFC,UPI,GooglePay,NORMAL,696.06,SUCCESS,0,NONE
TXN0023041,2026-01-07 21:12:53,1189.35,INDUSIND,INDUSIND,UPI,PhonePe,NORMAL,686.18,SUCCESS,0,NONE
TXN0023042,2026-01-07 21:13:01,288.71,IDFC,INDUSIND,UPI,Paytm,NORMAL,1006.71,SUCCESS,0,NONE
TXN0023043,2026-01-07 21:15:00,1052.11,KOTAK,IDFC,UPI,PhonePe,NORMAL,1415.22,SUCCESS,0,NONE
TXN0023044,2026-01-07 21:15:06,183.46,HDFC,BOB,UPI,GooglePay,NORMAL,1003.17,SUCCESS,0,NONE
TXN0023045,2026-01-07 21:15:19,322.14,PNB,ICICI,UPI,GooglePay,NORMAL,1155.92,SUCCESS,0,NONE
TXN0023046,2026-01-07 21:15:23,218.3,CANARA,IDFC,UPI,GooglePay,NORMAL,1618.25,SUCCESS,0,NONE
TXN0023047,2026-01-07 21:16:05,264.67,ICICI,SBI,UPI,BHIM,NORMAL,1927.46,SUCCESS,0,NONE
TXN0023048,2026-01-07 21:16:42,163.15,INDUSIND,CANARA,UPI,BHIM,NORMAL,934.72,SUCCESS,0,NONE
TXN0023049,2026-01-07 21:16:58,57.0,CANARA,IDFC,UPI,BHIM,NORMAL,2217.89,SUCCESS,0,NONE
TXN0023050,2026-01-07 21:16:59,4083.38,SBI,IDFC,UPI,Paytm,NORMAL,1621.49,SUCCESS,0,NONE
TXN0023051,2026-01-07 21:18:34,999.1,AXIS,HDFC,UPI,GooglePay,NORMAL,449.16,SUCCESS,0,NONE
TXN0023052,2026-01-07 21:18:36,1696.99,KOTAK,IDFC,UPI,BHIM,NORMAL,1114.73,SUCCESS,0,NONE
TXN0023053,2026-01-07 21:18:47,128.45,ICICI,HDFC,UPI,BHIM,NORMAL,682.3,SUCCESS,0,NONE
TXN0023054,2026-01-07 21:18:48,104.37,SBI,CANARA,UPI,GooglePay,NORMAL,964.3,SUCCESS,0,NONE
TXN0023055,2026-01-07 21:18:53,221.23,CANARA,KOTAK,UPI,Paytm,NORMAL,707.82,SUCCESS,0,NONE
TXN0023056,2026-01-07 21:19:08,1235.92,HDFC,BOB,UPI,Paytm,NORMAL,480.64,SUCCESS,0,NONE
TXN0023057,2026-01-07 21:20:17,165.23,IDFC,KOTAK,UPI,PhonePe,NORMAL,1020.99,SUCCESS,0,NONE
TXN0023058,2026-01-07 21:20:22,1157.87,PNB,CANARA,UPI,GooglePay,NORMAL,995.44,SUCCESS,0,NONE
TXN0023059,2026-01-07 21:20:39,29.09,HDFC,INDUSIND,UPI,GooglePay,NORMAL,893.6,SUCCESS,0,NONE
TXN0023060,2026-01-07 21:20:45,605.95,AXIS,PNB,UPI,GooglePay,NORMAL,880.72,SUCCESS,0,NONE
TXN0023061,2026-01-07 21:20:57,624.44,CANARA,INDUSIND,UPI,BHIM,NORMAL,817.23,SUCCESS,0,NONE
TXN0023062,2026-01-07 21:21:42,370.15,BOB,PNB,UPI,BHIM,NORMAL,1343.11,SUCCESS,0,NONE
TXN0023063,2026-01-07 21:22:07,268.0,AXIS,SBI,UPI,BHIM,NORMAL,726.81,SUCCESS,0,NONE
TXN0023064,2026-01-07 21:22:32,190.98,HDFC,IDFC,UPI,PhonePe,NORMAL,911.23,SUCCESS,0,NONE
TXN0023065,2026-01-07 21:22:32,229.79,IDFC,INDUSIND,UPI,Paytm,NORMAL,1658.14,SUCCESS,0,NONE
TXN0023066,2026-01-07 21:22:50,748.44,INDUSIND,CANARA,UPI,PhonePe,NORMAL,802.76,SUCCESS,0,NONE
TXN0023067,2026-01-07 21:23:08,778.1,CANARA,HDFC,UPI,GooglePay,NORMAL,723.14,SUCCESS,0,NONE
TXN0023068,2026-01-07 21:23:30,558.43,IDFC,PNB,UPI,BHIM,NORMAL,1555.85,SUCCESS,0,NONE
TXN0023069,2026-01-07 21:23:43,1051.71,CANARA,PNB,UPI,PhonePe,NORMAL,720.62,SUCCESS,0,NONE
TXN0023070,2026-01-07 21:23:50,161.03,AXIS,BOB,UPI,GooglePay,NORMAL,1718.62,SUCCESS,0,NONE
TXN0023071,2026-01-07 21:23:54,1209.59,INDUSIND,KOTAK,UPI,PhonePe,NORMAL,2068.72,SUCCESS,0,NONE
TXN0023072,2026-01-07 21:23:58,177.85,INDUSIND,HDFC,UPI,GooglePay,NORMAL,1181.42,SUCCESS,0,NONE
TXN0023073,2026-01-07 21:24:03,578.78,HDFC,KOTAK,UPI,PhonePe,NORMAL,712.2,SUCCESS,0,NONE
TXN0023074,2026-01-07 21:24:08,302.22,INDUSIND,PNB,UPI,BHIM,NORMAL,568.23,SUCCESS,0,NONE
TXN0023075,2026-01-07 21:24:36,1635.06,PNB,SBI,UPI,GooglePay,NORMAL,1098.02,SUCCESS,0,NONE
TXN0023076,2026-01-07 21:24:45,140.98,KOTAK,INDUSIND,UPI,BHIM,NORMAL,1818.09,SUCCESS,0,NONE
TXN0023077,2026-01-07 21:25:08,337.36,ICICI,PNB,UPI,Paytm,NORMAL,1429.45,SUCCESS,0,NONE
TXN0023078,2026-01-07 21:25:15,778.44,CANARA,INDUSIND,UPI,PhonePe,NORMAL,689.21,SUCCESS,0,NONE
TXN0023079,2026-01-07 21:25:26,135.87,PNB,CANARA,UPI,BHIM,NORMAL,880.68,SUCCESS,0,NONE
TXN0023080,2026-01-07 21:26:09,172.16,IDFC,ICICI,UPI,PhonePe,NORMAL,867.6,SUCCESS,0,NONE
TXN0023081,2026-01-07 21:26:15,121.47,IDFC,KOTAK,UPI,BHIM,NORMAL,1915.81,SUCCESS,0,NONE
TXN0023082,2026-01-07 21:26:17,135.38,CANARA,AXIS,UPI,BHIM,NORMAL,493.24,SUCCESS,0,NONE
TXN0023083,2026-01-07 21:26:36,3216.45,SBI,BOB,UPI,BHIM,NORMAL,954.91,SUCCESS,0,NONE
TXN0023084,2026-01-07 21:26:38,121.13,KOTAK,BOB,UPI,Paytm,NORMAL,1017.59,SUCCESS,0,NONE
TXN0023085,2026-01-07 21:27:00,866.75,AXIS,CANARA,UPI,PhonePe,NORMAL,611.08,SUCCESS,0,NONE
TXN0023086,2026-01-07 21:27:07,306.65,INDUSIND,AXIS,UPI,BHIM,NORMAL,645.04,SUCCESS,0,NONE
TXN0023087,2026-01-07 21:27:31,523.74,BOB,HDFC,UPI,PhonePe,NORMAL,899.24,SUCCESS,0,NONE
TXN0023088,2026-01-07 21:27:32,4699.44,PNB,KOTAK,UPI,PhonePe,NORMAL,925.8,SUCCESS,0,NONE
TXN0023089,2026-01-07 21:27:40,64.48,PNB,IDFC,UPI,BHIM,NORMAL,1036.49,SUCCESS,0,NONE
TXN0023090,2026-01-07 21:27:57,488.4,PNB,HDFC,UPI,PhonePe,NORMAL,1106.11,SUCCESS,0,NONE
TXN0023091,2026-01-07 21:28:05,805.23,INDUSIND,BOB,UPI,BHIM,NORMAL,1613.21,SUCCESS,0,NONE
TXN0023092,2026-01-07 21:28:22,1125.21,KOTAK,PNB,UPI,PhonePe,NORMAL,564.41,SUCCESS,0,NONE
TXN0023093,2026-01-07 21:29:16,1385.5,IDFC,IDFC,UPI,BHIM,NORMAL,1043.06,SUCCESS,0,NONE
TXN0023094,2026-01-07 21:29:20,140.29,BOB,IDFC,UPI,GooglePay,NORMAL,542.73,SUCCESS,0,NONE
TXN0023095,2026-01-07 21:29:48,737.33,BOB,PNB,UPI,Paytm,NORMAL,897.21,SUCCESS,0,NONE
TXN0023096,2026-01-07 21:30:01,139.07,PNB,ICICI,UPI,BHIM,NORMAL,1265.27,SUCCESS,0,NONE
TXN0023097,2026-01-07 21:30:37,66.66,BOB,AXIS,UPI,PhonePe,NORMAL,691.67,SUCCESS,0,NONE
TXN0023098,2026-01-07 21:31:09,1140.01,HDFC,IDFC,UPI,GooglePay,NORMAL,1043.47,SUCCESS,0,NONE
TXN0023099,2026-01-07 21:31:40,287.98,HDFC,ICICI,UPI,Paytm,NORMAL,633.58,SUCCESS,0,NONE
TXN0023100,2026-01-07 21:31:47,421.92,SBI,PNB,UPI,PhonePe,NORMAL,1360.87,SUCCESS,0,NONE
TXN0023101,2026-01-07 21:31:47,1118.81,KOTAK,SBI,UPI,GooglePay,NORMAL,761.23,SUCCESS,0,NONE
TXN0023102,2026-01-07 21:32:08,155.11,SBI,KOTAK,UPI,GooglePay,NORMAL,418.0,SUCCESS,0,NONE
TXN0023103,2026-01-07 21:32:09,217.06,IDFC,PNB,UPI,Paytm,NORMAL,819.95,SUCCESS,0,NONE
TXN0023104,2026-01-07 21:32:22,281.35,HDFC,HDFC,UPI,BHIM,NORMAL,1033.1,SUCCESS,0,NONE
TXN0023105,2026-01-07 21:32:26,135.61,AXIS,BOB,UPI,PhonePe,NORMAL,1047.26,SUCCESS,0,NONE
TXN0023106,2026-01-07 21:32:38,433.74,BOB,PNB,UPI,PhonePe,NORMAL,1291.66,SUCCESS,0,NONE
TXN0023107,2026-01-07 21:33:02,618.98,INDUSIND,BOB,UPI,PhonePe,NORMAL,1233.18,SUCCESS,0,NONE
TXN0023108,2026-01-07 21:33:28,640.98,CANARA,SBI,UPI,Paytm,NORMAL,1121.23,SUCCESS,0,NONE
TXN0023109,2026-01-07 21:33:43,102.71,HDFC,HDFC,UPI,Paytm,NORMAL,654.67,SUCCESS,0,NONE
TXN0023110,2026-01-07 21:33:45,92.56,CANARA,SBI,UPI,PhonePe,NORMAL,593.29,SUCCESS,0,NONE
TXN0023111,2026-01-07 21:34:28,854.11,INDUSIND,BOB,UPI,GooglePay,NORMAL,676.63,SUCCESS,0,NONE
TXN0023112,2026-01-07 21:35:03,140.95,KOTAK,SBI,UPI,GooglePay,NORMAL,719.58,SUCCESS,0,NONE
TXN0023113,2026-01-07 21:35:04,1430.33,CANARA,ICICI,UPI,PhonePe,NORMAL,716.32,SUCCESS,0,NONE
TXN0023114,2026-01-07 21:35:04,707.7,BOB,AXIS,UPI,GooglePay,NORMAL,672.23,SUCCESS,0,NONE
TXN0023115,2026-01-07 21:35:27,563.93,IDFC,BOB,UPI,BHIM,NORMAL,531.36,SUCCESS,0,NONE
TXN0023116,2026-01-07 21:36:23,227.02,IDFC,PNB,UPI,Paytm,NORMAL,792.44,SUCCESS,0,NONE
TXN0023117,2026-01-07 21:36:35,414.37,ICICI,IDFC,UPI,GooglePay,NORMAL,614.1,SUCCESS,0,NONE
TXN0023118,2026-01-07 21:36:42,451.77,INDUSIND,INDUSIND,UPI,BHIM,NORMAL,845.32,SUCCESS,0,NONE
TXN0023119,2026-01-07 21:36:51,2220.4,ICICI,ICICI,UPI,Paytm,NORMAL,812.19,SUCCESS,0,NONE
TXN0023120,2026-01-07 21:36:53,311.23,PNB,KOTAK,UPI,GooglePay,NORMAL,893.74,SUCCESS,0,NONE
TXN0023121,2026-01-07 21:37:14,450.19,IDFC,IDFC,UPI,Paytm,NORMAL,1046.15,SUCCESS,0,NONE
TXN0023122,2026-01-07 21:37:37,482.89,ICICI,INDUSIND,UPI,Paytm,NORMAL,1794.55,SUCCESS,0,NONE
TXN0023123,2026-01-07 21:37:46,575.96,AXIS,SBI,UPI,Paytm,NORMAL,1133.22,SUCCESS,0,NONE
TXN0023124,2026-01-07 21:37:49,1603.33,PNB,HDFC,UPI,GooglePay,NORMAL,1285.55,SUCCESS,0,NONE
TXN0023125,2026-01-07 21:38:14,574.27,SBI,SBI,UPI,PhonePe,NORMAL,770.24,SUCCESS,0,NONE
TXN0023126,2026-01-07 21:39:04,175.52,HDFC,CANARA,UPI,PhonePe,NORMAL,745.09,SUCCESS,0,NONE
TXN0023127,2026-01-07 21:39:08,370.63,HDFC,PNB,UPI,PhonePe,NORMAL,2107.27,SUCCESS,0,NONE
TXN0023128,2026-01-07 21:39:18,167.41,BOB,AXIS,UPI,PhonePe,NORMAL,477.07,SUCCESS,0,NONE
TXN0023129,2026-01-07 21:39:23,380.53,CANARA,CANARA,UPI,GooglePay,NORMAL,1662.5,SUCCESS,0,NONE
TXN0023130,2026-01-07 21:39:25,293.6,CANARA,AXIS,UPI,GooglePay,NORMAL,1144.29,SUCCESS,0,NONE
TXN0023131,2026-01-07 21:39:53,116.49,AXIS,HDFC,UPI,Paytm,NORMAL,1855.41,FAILED,0,BANK_TIMEOUT
TXN0023132,2026-01-07 21:40:33,910.44,AXIS,ICICI,UPI,GooglePay,NORMAL,920.2,SUCCESS,0,NONE
TXN0023133,2026-01-07 21:40:49,68.01,HDFC,AXIS,UPI,Paytm,NORMAL,968.8,SUCCESS,0,NONE
TXN0023134,2026-01-07 21:41:17,742.22,INDUSIND,IDFC,UPI,Paytm,NORMAL,960.66,SUCCESS,0,NONE
TXN0023135,2026-01-07 21:41:52,161.35,BOB,HDFC,UPI,PhonePe,NORMAL,599.35,SUCCESS,0,NONE
TXN0023136,2026-01-07 21:42:01,332.75,SBI,CANARA,UPI,Paytm,NORMAL,1173.79,SUCCESS,0,NONE
TXN0023137,2026-01-07 21:42:13,186.3,ICICI,AXIS,UPI,BHIM,NORMAL,905.85,SUCCESS,0,NONE
TXN0023138,2026-01-07 21:42:15,211.95,AXIS,PNB,UPI,GooglePay,NORMAL,596.91,SUCCESS,0,NONE
TXN0023139,2026-01-07 21:42:21,98.6,HDFC,AXIS,UPI,BHIM,NORMAL,1056.12,SUCCESS,0,NONE
TXN0023140,2026-01-07 21:42:23,359.94,ICICI,CANARA,UPI,Paytm,NORMAL,1777.23,SUCCESS,0,NONE
TXN0023141,2026-01-07 21:42:38,234.45,PNB,KOTAK,UPI,PhonePe,NORMAL,1111.74,SUCCESS,0,NONE
TXN0023142,2026-01-07 21:42:55,661.51,PNB,IDFC,UPI,Paytm,NORMAL,1226.74,SUCCESS,0,NONE
TXN0023143,2026-01-07 21:42:59,673.72,CANARA,SBI,UPI,Paytm,NORMAL,725.29,FAILED,0,BANK_TIMEOUT
TXN0023144,2026-01-07 21:43:00,80.35,CANARA,ICICI,UPI,GooglePay,NORMAL,1627.84,SUCCESS,0,NONE
TXN0023145,2026-01-07 21:43:23,1615.48,SBI,KOTAK,UPI,PhonePe,NORMAL,764.99,SUCCESS,1,NONE
TXN0023146,2026-01-07 21:43:29,77.79,CANARA,ICICI,UPI,GooglePay,NORMAL,764.69,SUCCESS,0,NONE
TXN0023147,2026-01-07 21:43:36,1129.69,INDUSIND,INDUSIND,UPI,GooglePay,NORMAL,1066.27,SUCCESS,0,NONE
TXN0023148,2026-01-07 21:44:00,618.25,CANARA,SBI,UPI,BHIM,NORMAL,513.11,SUCCESS,0,NONE
TXN0023149,2026-01-07 21:44:17,232.26,BOB,AXIS,UPI,BHIM,NORMAL,991.78,SUCCESS,0,NONE
TXN0023150,2026-01-07 21:44:19,352.85,AXIS,INDUSIND,UPI,GooglePay,NORMAL,1491.73,SUCCESS,0,NONE
TXN0023151,2026-01-07 21:45:30,1723.14,BOB,BOB,UPI,BHIM,NORMAL,1350.15,SUCCESS,0,NONE
TXN0023152,2026-01-07 21:46:00,158.92,ICICI,AXIS,UPI,Paytm,NORMAL,1393.89,SUCCESS,0,NONE
TXN0023153,2026-01-07 21:46:33,1596.87,HDFC,PNB,UPI,Paytm,NORMAL,918.58,SUCCESS,0,NONE
TXN0023154,2026-01-07 21:46:37,653.28,ICICI,PNB,UPI,BHIM,NORMAL,932.41,SUCCESS,0,NONE
TXN0023155,2026-01-07 21:46:56,1036.32,SBI,AXIS,UPI,GooglePay,NORMAL,907.34,SUCCESS,0,NONE
TXN0023156,2026-01-07 21:47:25,826.23,PNB,BOB,UPI,BHIM,NORMAL,958.17,SUCCESS,0,NONE
TXN0023157,2026-01-07 21:47:43,809.22,ICICI,ICICI,UPI,Paytm,NORMAL,652.26,SUCCESS,0,NONE
TXN0023158,2026-01-07 21:48:06,572.08,BOB,INDUSIND,UPI,BHIM,NORMAL,1357.45,SUCCESS,0,NONE
TXN0023159,2026-01-07 21:48:08,2654.85,ICICI,BOB,UPI,BHIM,NORMAL,1544.89,SUCCESS,0,NONE
TXN0023160,2026-01-07 21:48:09,585.9,AXIS,SBI,UPI,PhonePe,NORMAL,777.45,SUCCESS,0,NONE
TXN0023161,2026-01-07 21:48:55,250.2,SBI,BOB,UPI,BHIM,NORMAL,1100.28,SUCCESS,0,NONE
TXN0023162,2026-01-07 21:49:14,615.7,IDFC,ICICI,UPI,GooglePay,NORMAL,1299.27,SUCCESS,0,NONE
TXN0023163,2026-01-07 21:50:09,316.01,KOTAK,IDFC,UPI,BHIM,NORMAL,1225.94,SUCCESS,0,NONE
TXN0023164,2026-01-07 21:50:29,538.86,BOB,ICICI,UPI,Paytm,NORMAL,1512.94,SUCCESS,0,NONE
TXN0023165,2026-01-07 21:50:35,332.55,SBI,IDFC,UPI,BHIM,NORMAL,868.65,SUCCESS,0,NONE
TXN0023166,2026-01-07 21:50:36,255.21,BOB,CANARA,UPI,BHIM,NORMAL,917.11,SUCCESS,0,NONE
TXN0023167,2026-01-07 21:50:52,138.72,BOB,INDUSIND,UPI,GooglePay,NORMAL,1116.08,SUCCESS,0,NONE
TXN0023168,2026-01-07 21:50:54,773.78,CANARA,PNB,UPI,BHIM,NORMAL,1089.61,SUCCESS,0,NONE
TXN0023169,2026-01-07 21:52:14,970.01,ICICI,KOTAK,UPI,PhonePe,NORMAL,1662.71,FAILED,0,INSUFFICIENT_FUNDS
TXN0023170,2026-01-07 21:52:15,46.39,HDFC,ICICI,UPI,BHIM,NORMAL,1939.13,SUCCESS,1,NONE
TXN0023171,2026-01-07 21:52:41,411.49,SBI,IDFC,UPI,Paytm,NORMAL,986.87,SUCCESS,0,NONE
TXN0023172,2026-01-07 21:52:44,256.62,HDFC,ICICI,UPI,PhonePe,NORMAL,1614.13,SUCCESS,0,NONE
TXN0023173,2026-01-07 21:53:13,153.05,CANARA,HDFC,UPI,BHIM,NORMAL,667.16,SUCCESS,0,NONE
TXN0023174,2026-01-07 21:53:42,389.09,BOB,IDFC,UPI,GooglePay,NORMAL,1130.07,SUCCESS,0,NONE
TXN0023175,2026-01-07 21:53:53,567.86,ICICI,PNB,UPI,PhonePe,NORMAL,1042.89,SUCCESS,0,NONE
TXN0023176,2026-01-07 21:53:55,361.99,KOTAK,PNB,UPI,PhonePe,NORMAL,1027.39,SUCCESS,0,NONE
TXN0023177,2026-01-07 21:54:00,97.44,AXIS,HDFC,UPI,PhonePe,NORMAL,791.86,SUCCESS,0,NONE
TXN0023178,2026-01-07 21:54:19,166.91,AXIS,AXIS,UPI,Paytm,NORMAL,464.1,SUCCESS,0,NONE
TXN0023179,2026-01-07 21:54:26,584.78,BOB,AXIS,UPI,PhonePe,NORMAL,897.53,SUCCESS,0,NONE
TXN0023180,2026-01-07 21:54:35,816.4,KOTAK,KOTAK,UPI,Paytm,NORMAL,683.36,SUCCESS,0,NONE
TXN0023181,2026-01-07 21:55:30,840.77,PNB,HDFC,UPI,Paytm,NORMAL,479.85,SUCCESS,0,NONE
TXN0023182,2026-01-07 21:56:00,725.72,PNB,INDUSIND,UPI,BHIM,NORMAL,979.72,SUCCESS,0,NONE
TXN0023183,2026-01-07 21:56:04,79.25,BOB,INDUSIND,UPI,PhonePe,NORMAL,1153.88,SUCCESS,0,NONE
TXN0023184,2026-01-07 21:56:06,617.11,IDFC,BOB,UPI,PhonePe,NORMAL,1168.42,SUCCESS,0,NONE
TXN0023185,2026-01-07 21:57:29,1522.57,CANARA,SBI,UPI,PhonePe,NORMAL,865.5,SUCCESS,0,NONE
TXN0023186,2026-01-07 21:58:07,275.93,ICICI,IDFC,UPI,PhonePe,NORMAL,1275.89,SUCCESS,0,NONE
TXN0023187,2026-01-07 21:58:19,81.81,HDFC,SBI,UPI,PhonePe,NORMAL,721.55,SUCCESS,0,NONE
TXN0023188,2026-01-07 21:58:47,5190.84,HDFC,IDFC,UPI,BHIM,NORMAL,1750.98,SUCCESS,0,NONE
TXN0023189,2026-01-07 21:59:37,6491.48,SBI,CANARA,UPI,PhonePe,NORMAL,1172.37,SUCCESS,0,NONE
TXN0023190,2026-01-07 21:59:42,284.12,SBI,PNB,UPI,Paytm,NORMAL,1692.65,SUCCESS,0,NONE
TXN0023191,2026-01-07 21:59:59,230.02,INDUSIND,KOTAK,UPI,PhonePe,NORMAL,895.06,FAILED,0,BANK_SERVER_ERROR
TXN0023192,2026-01-07 22:00:06,360.59,BOB,PNB,UPI,Paytm,NORMAL,1948.02,SUCCESS,0,NONE
TXN0023193,2026-01-07 22:00:19,113.33,AXIS,CANARA,UPI,BHIM,NORMAL,961.67,SUCCESS,0,NONE
TXN0023194,2026-01-07 22:00:54,498.41,HDFC,CANARA,UPI,Paytm,NORMAL,1299.72,SUCCESS,0,NONE
TXN0023195,2026-01-07 22:01:57,170.18,ICICI,IDFC,UPI,Paytm,NORMAL,1703.17,SUCCESS,0,NONE
TXN0023196,2026-01-07 22:02:02,634.71,KOTAK,AXIS,UPI,BHIM,NORMAL,768.28,SUCCESS,0,NONE
TXN0023197,2026-01-07 22:02:10,1758.2,CANARA,HDFC,UPI,Paytm,NORMAL,2294.82,SUCCESS,0,NONE
TXN0023198,2026-01-07 22:02:13,131.84,IDFC,ICICI,UPI,BHIM,NORMAL,755.49,SUCCESS,0,NONE
TXN0023199,2026-01-07 22:02:14,699.28,IDFC,HDFC,UPI,Paytm,NORMAL,1097.23,SUCCESS,0,NONE
TXN0023200,2026-01-07 22:02:27,387.1,KOTAK,KOTAK,UPI,PhonePe,NORMAL,2103.83,SUCCESS,0,NONE
TXN0023201,2026-01-07 22:02:54,361.35,SBI,KOTAK,UPI,BHIM,NORMAL,1696.44,SUCCESS,0,NONE
TXN0023202,2026-01-07 22:03:09,845.49,PNB,CANARA,UPI,PhonePe,NORMAL,733.37,SUCCESS,0,NONE
TXN0023203,2026-01-07 22:03:19,2499.14,AXIS,IDFC,UPI,GooglePay,NORMAL,1048.07,SUCCESS,0,NONE
TXN0023204,2026-01-07 22:03:52,310.75,AXIS,IDFC,UPI,Paytm,NORMAL,1127.0,SUCCESS,0,NONE
TXN0023205,2026-01-07 22:04:14,156.78,BOB,SBI,UPI,BHIM,NORMAL,2817.23,SUCCESS,0,NONE
TXN0023206,2026-01-07 22:06:08,1080.62,IDFC,ICICI,UPI,PhonePe,NORMAL,1497.99,SUCCESS,0,NONE
TXN0023207,2026-01-07 22:06:13,921.55,HDFC,KOTAK,UPI,BHIM,NORMAL,1531.99,SUCCESS,0,NONE
TXN0023208,2026-01-07 22:06:26,653.59,IDFC,PNB,UPI,GooglePay,NORMAL,789.86,SUCCESS,0,NONE
TXN0023209,2026-01-07 22:06:51,42.43,SBI,KOTAK,UPI,BHIM,NORMAL,861.5,SUCCESS,0,NONE
TXN0023210,2026-01-07 22:06:52,785.49,IDFC,ICICI,UPI,PhonePe,NORMAL,682.08,SUCCESS,0,NONE
TXN0023211,2026-01-07 22:07:04,76.13,ICICI,CANARA,UPI,Paytm,NORMAL,1312.45,SUCCESS,0,NONE
TXN0023212,2026-01-07 22:07:26,489.15,PNB,ICICI,UPI,GooglePay,NORMAL,435.53,SUCCESS,0,NONE
TXN0023213,2026-01-07 22:08:02,668.01,PNB,ICICI,UPI,GooglePay,NORMAL,864.53,SUCCESS,0,NONE
TXN0023214,2026-01-07 22:09:38,374.02,KOTAK,BOB,UPI,PhonePe,NORMAL,645.64,SUCCESS,0,NONE
TXN0023215,2026-01-07 22:10:21,265.85,BOB,IDFC,UPI,GooglePay,NORMAL,1807.38,SUCCESS,0,NONE
TXN0023216,2026-01-07 22:10:24,563.88,IDFC,INDUSIND,UPI,GooglePay,NORMAL,1969.83,FAILED,0,BANK_TIMEOUT
TXN0023217,2026-01-07 22:11:09,138.17,INDUSIND,ICICI,UPI,BHIM,NORMAL,978.04,SUCCESS,0,NONE
TXN0023218,2026-01-07 22:12:17,279.5,CANARA,SBI,UPI,BHIM,NORMAL,765.87,SUCCESS,0,NONE
TXN0023219,2026-01-07 22:12:21,1700.56,INDUSIND,SBI,UPI,Paytm,NORMAL,1303.62,SUCCESS,0,NONE
TXN0023220,2026-01-07 22:12:38,344.45,CANARA,PNB,UPI,GooglePay,NORMAL,1156.19,SUCCESS,0,NONE
TXN0023221,2026-01-07 22:13:28,340.83,BOB,PNB,UPI,Paytm,NORMAL,625.72,SUCCESS,0,NONE
TXN0023222,2026-01-07 22:13:44,586.97,ICICI,INDUSIND,UPI,Paytm,NORMAL,1768.4,SUCCESS,0,NONE
TXN0023223,2026-01-07 22:14:01,22.92,ICICI,PNB,UPI,BHIM,NORMAL,921.96,SUCCESS,0,NONE
TXN0023224,2026-01-07 22:15:25,363.08,BOB,IDFC,UPI,GooglePay,NORMAL,1608.97,SUCCESS,0,NONE
TXN0023225,2026-01-07 22:15:34,550.21,SBI,ICICI,UPI,Paytm,NORMAL,1096.88,SUCCESS,1,NONE
TXN0023226,2026-01-07 22:16:32,152.55,INDUSIND,INDUSIND,UPI,BHIM,NORMAL,1267.94,SUCCESS,0,NONE
TXN0023227,2026-01-07 22:17:14,578.96,CANARA,IDFC,UPI,Paytm,NORMAL,543.94,SUCCESS,0,NONE
TXN0023228,2026-01-07 22:17:50,3332.79,PNB,SBI,UPI,Paytm,NORMAL,737.87,SUCCESS,0,NONE
TXN0023229,2026-01-07 22:18:38,1482.04,CANARA,CANARA,UPI,Paytm,NORMAL,1069.34,SUCCESS,0,NONE
TXN0023230,2026-01-07 22:19:20,137.54,KOTAK,CANARA,UPI,Paytm,NORMAL,692.29,SUCCESS,0,NONE
TXN0023231,2026-01-07 22:21:42,549.12,ICICI,PNB,UPI,PhonePe,NORMAL,470.39,SUCCESS,0,NONE
TXN0023232,2026-01-07 22:21:54,491.8,CANARA,IDFC,UPI,Paytm,NORMAL,653.26,SUCCESS,0,NONE
TXN0023233,2026-01-07 22:21:59,294.44,INDUSIND,IDFC,UPI,BHIM,NORMAL,1428.6,SUCCESS,0,NONE
TXN0023234,2026-01-07 22:22:59,68.04,CANARA,SBI,UPI,GooglePay,NORMAL,1112.7,SUCCESS,0,NONE
TXN0023235,2026-01-07 22:23:10,333.63,INDUSIND,INDUSIND,UPI,BHIM,NORMAL,2345.43,SUCCESS,0,NONE
